First Term Gpa,Second Term Gpa,First Language,Funding,Fast Track,Coop,Residency,Gender,Prev Education,Age Group,Math Score,English Grade,FirstYearPersistence
3.785714,2.788462,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,36 to 40,35.0,Level-161,1
2.434783,1.944444,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,39.0,Level-141,1
3.086957,3.543478,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,46.0,Level-161,0
3.38,3.038462,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
3.761905,3.818182,English,Intl Transfer,N,Y,International,Male,HighSchool,19 to 20,47.0,Level-171,1
3.852941,2.222222,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,48.0,Level-170,1
3.3,2.886364,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,36 to 40,36.0,Level-161,0
3.769231,3.2,Other,Intl Regular,N,N,International,Male,HighSchool,26 to 30,32.55794871794872,Level-170,1
2.047619,1.725,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-160,1
4.214286,4.152174,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,26 to 30,49.0,Level-170,1
2.0,2.416667,English,Intl Regular,N,N,International,Male,HighSchool,0 to 18,42.0,Level-141,1
2.0,2.181818,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,36 to 40,29.0,Level-141,1
3.117647,1.14,Other,GPOG_FT,N,Y,Domestic,Female,PostSecondary,21 to 25,25.0,Level-161,1
2.846073103521127,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,19 to 20,32.0,Level-170,0
2.090909,1.0,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,41.0,Level-170,1
3.543478,3.386364,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-141,1
3.326087,2.090909,English,GPOG_FT,N,Y,Domestic,Male,,21 to 25,32.0,Level-170,1
2.545455,1.947368,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,21 to 25,22.0,Level-170,1
3.421053,2.886364,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,21 to 25,19.0,Level-170,1
4.340909,3.86,English,Intl Regular,Y,Y,International,Male,PostSecondary,21 to 25,41.0,Level-170,1
2.545455,0.732143,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
2.694444,2.269231,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
2.0625,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,32.55794871794872,Level-170,1
3.652174,3.714286,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,26 to 30,17.0,Level-170,1
2.25,2.068182,Other,Intl Regular,N,N,International,Male,HighSchool,19 to 20,40.0,Level-161,1
2.15,3.0,English,Intl Regular,N,N,International,Male,HighSchool,0 to 18,41.0,Level-141,1
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,32.55794871794872,Level-170,0
3.388889,3.458333,Other,Intl Regular,N,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
0.722222,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,21.0,Level-160,0
2.8,2.980769,Other,Intl Regular,Y,Y,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
2.275,0.875,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,22.0,Level-160,0
3.02,2.958333,English,Apprentice_PS,N,Y,Domestic,Male,HighSchool,0 to 18,20.0,Level-170,1
3.5,3.477273,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,19 to 20,34.0,Level-160,1
4.043478,4.0,Other,Intl Regular,N,N,International,Male,HighSchool,21 to 25,43.0,Level-161,1
2.826087,2.615385,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
0.97619,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,19 to 20,25.0,Level-161,0
3.4,3.391304,English,GPOG_FT,N,N,Domestic,Male,,36 to 40,18.0,Level-170,1
2.263158,1.727273,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,21.0,Level-160,1
2.58,3.375,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,27.0,Level-170,1
4.047619,3.529412,Other,Intl Regular,N,N,International,Male,HighSchool,26 to 30,47.0,Level-170,1
2.583333,1.525,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,43.0,Level-160,1
2.833333,2.818182,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.0,Level-160,1
2.5625,2.22,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,49.0,Level-161,1
2.76,2.56,English,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-171,1
3.56,3.7,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,44.0,Level-161,1
2.4375,3.227273,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,24.0,Level-160,1
0.386364,2.820175578700078,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,19 to 20,19.0,Level-170,0
2.913043,3.153846,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-160,1
3.125,1.892857,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,28.0,Level-170,1
4.25,3.571429,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,44.0,Level-170,1
3.6,2.777778,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,38.0,Level-170,1
3.270833,2.729167,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
3.5,3.928571,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,31 to 35,41.0,Level-170,1
4.4,4.166667,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
4.0,3.238095,English,GPOG_FT,N,N,Domestic,Female,HighSchool,19 to 20,32.55794871794872,Level-170,1
0.931818,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,,21 to 25,26.0,Level-170,0
1.575,1.108696,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,21.0,Level-141,0
2.16,1.166667,English,GPOG_FT,N,N,Domestic,Male,,31 to 35,21.0,Level-160,1
3.020833,2.961538,Other,Intl Regular,Y,N,International,Male,HighSchool,26 to 30,32.55794871794872,Level-171,1
4.131579,3.90625,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,36.0,Level-170,1
2.833333,1.883333,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
3.325,3.318182,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-141,1
1.157895,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,32.55794871794872,Level-160,0
3.347826,3.5,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,21 to 25,38.0,Level-160,1
3.305556,3.673077,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
2.54,3.108696,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,12.0,Level-160,1
3.269231,2.105263,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,19 to 20,28.0,Level-170,1
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,23.0,Level-160,0
3.454545,3.346154,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,21 to 25,25.0,Level-170,1
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,29.0,Level-170,0
2.630435,3.113636,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,36.0,Level-161,1
1.4375,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,27.0,Level-170,0
4.021739,3.880952,Other,Intl Regular,N,N,International,Female,HighSchool,0 to 18,44.0,Level-160,1
2.230769,1.785714,English,Intl Regular,N,N,International,Male,HighSchool,0 to 18,38.0,Level-141,1
2.0,1.833333,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,21.0,Level-160,1
3.73913,4.347826,English,Intl Regular,N,N,International,Female,HighSchool,19 to 20,49.0,Level-160,1
0.5625,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,21 to 25,15.0,Level-170,0
4.357143,4.409091,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,26 to 30,42.0,Level-170,1
3.804348,3.782609,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
4.130435,4.095238,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,44.0,Level-161,1
2.714286,2.722222,English,GPOG_FT,N,N,Domestic,Male,HighSchool,36 to 40,25.0,Level-170,0
2.869565,3.16,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
0.25,2.820175578700078,English,GPOG_FT,N,N,Domestic,Neutral,HighSchool,19 to 20,27.0,Level-170,0
1.857143,0.428571,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,0 to 18,24.0,Level-160,1
2.184211,0.5625,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,18.0,Level-170,1
1.805556,2.473684,Other,Intl Regular,N,N,International,Male,HighSchool,19 to 20,37.0,Level-161,1
3.766667,3.333333,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,31 to 35,32.55794871794872,Level-170,1
4.058824,2.886364,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
3.895833,3.75,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,46.0,Level-171,1
3.02,2.2,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,20.0,Level-160,1
2.86,2.380952,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,24.0,Level-141,1
3.0,2.5,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,19 to 20,26.0,Level-160,1
2.18,1.566667,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,32.55794871794872,Level-170,0
3.818182,1.75,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,19.0,Level-171,1
3.73913,3.173077,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.145833,2.727273,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,31.0,Level-161,0
4.1,4.047619,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-170,1
4.145833,3.5,English,GPOG_FT,N,N,Domestic,Male,,19 to 20,34.0,Level-170,1
3.804348,3.307692,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
0.736842,0.833333,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,20.0,Level-170,1
4.16,4.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,30.0,Level-170,1
3.395833,3.673913,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
2.815789,1.85,Other,Intl Regular,N,N,International,Male,HighSchool,19 to 20,30.0,Level-141,1
2.369565,1.78125,English,Intl Regular,N,N,International,Female,HighSchool,19 to 20,38.0,Level-161,1
3.441176,1.363636,English,GPOG_FT,Y,N,Domestic,Female,PostSecondary,21 to 25,32.55794871794872,Level-170,0
3.047619,2.772727,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,29.0,Level-170,1
0.5,1.857143,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,42.0,Level-170,0
3.875,4.0,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
0.0,0.0,English,GPOG_FT,N,N,Domestic,Female,,19 to 20,27.0,Level-170,0
3.5,3.25,English,GPOG_FT,N,Y,Domestic,Female,,41 to 50,32.0,Level-171,1
4.428571,2.820175578700078,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,21 to 25,32.55794871794872,Level-170,0
3.02,3.18,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,45.0,Level-161,1
3.1,3.0,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,30.0,Level-170,1
3.479167,3.277778,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,36 to 40,42.0,Level-161,1
3.673913,3.075,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,38.0,Level-170,1
3.295455,3.159091,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,20.0,Level-160,1
3.875,4.115385,Other,Intl Regular,Y,Y,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
1.956522,1.738095,English,Intl Regular,N,N,International,Female,HighSchool,0 to 18,36.0,Level-161,1
3.22,2.857143,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,39.0,Level-170,1
3.479167,3.285714,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,39.0,Level-171,1
3.583333,1.666667,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,35.0,Level-170,1
1.184211,0.136364,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,14.0,Level-160,0
3.285714,3.526316,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,36 to 40,34.0,Level-170,1
3.318182,3.565217,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,32.55794871794872,Level-170,1
4.142857,4.074074,English,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.181818,2.727273,English,Intl Regular,N,Y,International,Male,HighSchool,21 to 25,38.0,Level-170,1
2.368421,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,,0 to 18,25.0,Level-160,0
2.25,1.705882,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,35.0,Level-171,1
0.26087,0.0,English,GPOG_FT,N,N,Domestic,Male,,19 to 20,18.0,Level-170,0
3.58,2.978261,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,36.0,Level-160,1
2.75,2.384615,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.26087,2.461538,Other,Intl Regular,Y,Y,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
0.0,2.820175578700078,English,Intl Regular,N,N,International,Male,,19 to 20,6.0,Level-160,0
4.4375,4.32,Other,Intl Regular,N,N,International,Male,,21 to 25,48.0,Level-161,1
3.552632,3.78,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
1.928571,3.676471,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,22.0,Level-170,1
2.717391,2.384615,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-161,1
2.0,2.2,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-170,1
1.75,0.727273,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,17.0,Level-170,1
0.681818,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,16.0,Level-160,0
4.238095,4.086957,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,35.0,Level-170,1
0.0,0.0,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,27.0,Level-170,0
3.708333,4.0,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,46.0,Level-170,1
2.416667,2.125,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-140,1
2.652174,3.466667,English,GPOG_FT,N,N,Domestic,Female,HighSchool,0 to 18,20.0,Level-170,1
2.66,0.8,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,26.0,Level-170,0
1.833333,2.820175578700078,Other,Intl Regular,N,Y,International,Female,HighSchool,0 to 18,38.0,Level-161,0
3.916667,4.166667,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,47.0,Level-160,1
2.175,2.25,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-161,1
0.333333,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,27.0,Level-170,0
3.630435,3.416667,Other,Intl Regular,N,N,International,Female,PostSecondary,0 to 18,41.0,Level-171,1
3.205882,2.973684,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
2.388889,2.692308,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
2.75,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,20.0,Level-170,0
4.043478,3.826923,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-160,1
3.1875,2.923077,Other,GPOG_FT,N,N,Domestic,Male,PostSecondary,26 to 30,23.0,Level-141,1
3.75,3.045455,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,32.55794871794872,Level-170,1
3.025,2.772727,Other,Intl Regular,Y,N,International,Female,HighSchool,26 to 30,32.55794871794872,Level-161,1
4.347826,4.229167,English,Intl Regular,Y,N,International,Female,PostSecondary,31 to 35,32.55794871794872,Level-170,1
2.6,1.825,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.0,Level-140,1
2.68,2.190476,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,19.0,Level-160,1
3.86,3.722222,English,GPOG_FT,N,N,Domestic,Male,,21 to 25,28.0,Level-170,1
3.52,3.568182,English,GPOG_FT,N,Y,Domestic,Male,,51 to 60,40.0,Level-170,1
3.363636,2.444444,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-160,1
3.586957,3.416667,Other,Intl Regular,N,N,International,Female,HighSchool,19 to 20,42.0,Level-161,1
2.891304,3.666667,Other,Intl Regular,N,N,International,Male,PostSecondary,21 to 25,26.0,Level-161,1
2.0,0.0,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,40.0,Level-161,1
1.9,2.590909,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-141,1
0.886364,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,35.0,Level-170,0
2.75,2.958333,Other,Intl Regular,Y,Y,International,Male,HighSchool,19 to 20,32.55794871794872,Level-161,1
3.204545,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,28.0,Level-171,0
3.880952,3.894737,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,35.0,Level-170,1
4.26087,3.954545,English,Intl Regular,Y,N,International,Female,PostSecondary,26 to 30,48.0,Level-170,1
4.12,4.296296,Other,Intl Regular,Y,Y,International,Female,PostSecondary,21 to 25,48.0,Level-171,1
2.083333,1.763158,English,GPOG_FT,N,Y,Domestic,Male,,21 to 25,32.55794871794872,Level-140,0
3.441176,4.0,English,GPOG_FT,N,N,Domestic,Female,HighSchool,0 to 18,27.0,Level-170,1
2.416667,0.0,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,19 to 20,26.0,Level-140,1
0.0,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,19 to 20,45.0,Level-160,0
4.238095,4.318182,Other,GPOG_FT,N,N,Domestic,Male,PostSecondary,41 to 50,43.0,Level-141,1
3.42,2.277778,English,GPOG_FT,N,N,Domestic,Male,HighSchool,31 to 35,31.0,Level-170,1
3.230769,3.021739,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
2.729167,2.84,English,Intl Regular,N,Y,International,Female,HighSchool,19 to 20,38.0,Level-160,1
2.846073103521127,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,31.0,Level-160,0
1.55,1.105263,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,18.0,Level-161,1
2.5,2.5,English,Apprentice_PS,N,Y,Domestic,Male,HighSchool,0 to 18,20.0,Level-170,1
1.34375,3.142857,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,19.0,Level-160,1
3.38,3.875,English,Apprentice_PS,N,Y,Domestic,Male,HighSchool,19 to 20,32.55794871794872,Level-160,1
2.630435,2.821429,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,46.0,Level-171,1
4.119048,3.3,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,48.0,Level-161,1
0.176471,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-170,0
3.954545,4.0,Other,GPOG_FT,N,Y,Domestic,Female,PostSecondary,31 to 35,48.0,Level-161,1
4.104167,3.7,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
2.119048,2.68,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
1.785714,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,20.0,Level-170,0
3.619048,3.738095,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,41 to 50,37.0,Level-170,1
2.36,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,27.0,Level-160,0
3.23913,3.44,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.97619,3.96,English,Intl Transfer,N,N,International,Male,,21 to 25,49.0,Level-161,1
3.264706,3.5,English,Intl Regular,N,N,International,Male,HighSchool,0 to 18,44.0,Level-141,1
3.36,2.44,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,33.0,Level-161,1
3.4375,3.681818,English,GPOG_FT,N,Y,Domestic,Male,,21 to 25,41.0,Level-170,1
3.6,2.638889,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,32.55794871794872,Level-170,1
0.47619,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,31.0,Level-170,0
3.645833,3.305556,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,19 to 20,46.0,Level-171,1
2.886364,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,34.0,Level-170,0
1.525,1.84375,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,17.0,Level-170,1
1.571429,1.710526,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,32.0,Level-170,1
2.72,0.909091,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,16.0,Level-161,1
3.847826,3.7,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.729167,3.761905,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,38.0,Level-170,1
0.0,2.820175578700078,Other,Intl Regular,Y,N,International,Female,HighSchool,36 to 40,32.55794871794872,Level-160,0
4.173913,3.557692,English,Apprentice_PS,N,Y,Domestic,Male,HighSchool,0 to 18,27.0,Level-160,1
0.375,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,25.0,Level-140,0
4.195652,4.115385,English,Apprentice_PS,N,Y,Domestic,Male,HighSchool,19 to 20,41.0,Level-160,1
4.25,3.925,English,Intl Regular,N,N,International,Female,HighSchool,26 to 30,32.55794871794872,Level-171,1
2.25,2.666667,English,GPOG_FT,N,N,Domestic,Female,HighSchool,19 to 20,20.0,Level-160,1
3.0625,3.5625,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,48.0,Level-161,1
3.26087,3.714286,English,GPOG_FT,N,Y,Domestic,Male,,19 to 20,41.0,Level-160,1
2.863636,3.125,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,36 to 40,17.0,Level-170,1
4.166667,4.444444,Other,Intl Regular,N,N,International,Female,HighSchool,26 to 30,43.0,Level-171,1
2.176471,2.361111,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,13.0,Level-140,1
2.92,2.25,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,42.0,Level-170,1
3.84,3.28,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
3.904762,4.022727,Other,Second Career Program,N,N,Domestic,Male,HighSchool,31 to 35,47.0,Level-141,1
0.0,3.7,English,GPOG_FT,N,N,Domestic,Male,HighSchool,26 to 30,25.0,Level-170,1
3.5,3.08,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
4.134615,4.347826,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,47.0,Level-170,1
3.7,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,32.55794871794872,Level-170,1
2.833333,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,21 to 25,32.55794871794872,Level-170,0
4.107143,4.111111,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,32.55794871794872,Level-170,1
3.225,2.652174,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,33.0,Level-140,1
3.272727,2.727273,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,25.0,Level-160,1
2.909091,2.795455,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,38.0,Level-160,1
2.055556,2.153846,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
4.23913,4.45,English,Intl Regular,N,N,International,Female,HighSchool,19 to 20,49.0,Level-171,1
2.615385,2.34,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.97619,3.847826,Other,GPOG_FT,N,Y,Domestic,Female,HighSchool,0 to 18,29.0,Level-170,1
2.9,2.625,Other,Intl Regular,N,N,International,Male,PostSecondary,19 to 20,34.0,Level-161,1
2.690476,3.111111,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
4.083333,3.980769,Other,Intl Regular,Y,Y,International,Female,HighSchool,21 to 25,32.55794871794872,Level-170,1
4.304348,3.673077,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,46.0,Level-161,1
2.52,3.225,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,26.0,Level-170,1
3.973684,3.75,Other,Second Career Program,N,N,Domestic,Male,,36 to 40,39.0,Level-171,1
4.125,3.275,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
1.675,2.5,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-161,1
2.82,2.270833,English,Apprentice_PS,N,Y,Domestic,Male,HighSchool,19 to 20,32.55794871794872,Level-170,1
0.727273,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,36 to 40,24.0,Level-170,0
3.388889,3.44,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.065217,2.631579,English,Intl Regular,N,Y,International,Male,HighSchool,26 to 30,21.0,Level-160,1
3.108696,3.22,Other,Second Career Program,N,N,Domestic,Male,,41 to 50,19.0,Level-161,1
4.0,3.94,Other,GPOG_FT,N,Y,Domestic,Female,PostSecondary,21 to 25,45.0,Level-161,1
